lnpsi,-2.2824423580786037
transformed_nu,0.6060729257641925
lnsigma,-0.9165179039301314
lngl,0.9554995633187764
theta,0.8413030567685589
I_drf_boro1_coeff,0.0171366812227074
I_drf_boro2_coeff,0.05762838427947595
I_drf_boro3_coeff,-0.035811790393013104
I_drf_boro4_coeff,0.1080663755458516
I_drf_dow1_coeff,-0.017458078602620098
I_drf_dow2_coeff,0.07391048034934494
I_drf_dow3_coeff,0.08210436681222714
I_drf_dow4_coeff,0.08032489082969434
I_drf_dow5_coeff,0.07283056768558954
I_drf_dow6_coeff,0.06881746724890833
I_drf_hr1_coeff,0.12250305676855892
I_drf_hr10_coeff,-0.20636986899563328
I_drf_hr11_coeff,-0.21490305676855892
I_drf_hr12_coeff,-0.2103362445414846
I_drf_hr13_coeff,-0.17470262008733634
I_drf_hr14_coeff,-0.11988471615720521
I_drf_hr15_coeff,-0.0060353711790393
I_drf_hr16_coeff,0.15907598253275113
I_drf_hr17_coeff,0.4184222707423581
I_drf_hr18_coeff,0.27279868995633183
I_drf_hr19_coeff,0.006851528384279477
I_drf_hr2_coeff,0.196217903930131
I_drf_hr20_coeff,-0.056348034934497804
I_drf_hr21_coeff,-0.11250960698689957
I_drf_hr22_coeff,-0.14224803493449786
I_drf_hr23_coeff,-0.11756113537117904
I_drf_hr3_coeff,0.20720043668122287
I_drf_hr4_coeff,0.22023537117903927
I_drf_hr5_coeff,0.34823886462882103
I_drf_hr6_coeff,0.3846637554585153
I_drf_hr7_coeff,0.2175288209606987
I_drf_hr8_coeff,-0.02653668122270743
I_drf_hr9_coeff,-0.18135414847161568
I_psi_ctd2_coeff,0.10746375545851533
I_psi_ctd3_coeff,0.12021004366812234
I_psi_ctd4_coeff,0.09935109170305678
I_psi_ctd5_coeff,0.14532445414847164
I_psi_ctd6_coeff,0.27375764192139734
I_psi_ctd7_coeff,0.3825838427947602
I_psi_ctd8_coeff,0.37075764192139743
I_psi_ctd9_coeff,0.29924497816593904
constant,-0.7272532751091703
